,id,title,description
2520,666747,Dissertation II,"Requires 2 semesters (3020A and B). Provides an opportunity for a student to undertake in depth research into a topic of individual interest. The student will be required to define the project, design the research and complete an in-depth research project independently."
2521,000152,Quantitative Methods:B,This course examines quantitative methods:B
2522,007133,European History III,European History III
2523,007272,Psychology Special Topics,An untensive study of a psychological topic which commands the current focus of interest of both faculty members and students.  Designed for freshman and sophomore students.
2524,007289,Statistical Methods III,
2525,666685,Accounting Information Systems,
2526,000431,Quantum Physics I,
2527,003798,Nutrition,
2528,003822,Clin Rad,
2529,003834,Obgyn II,
2530,007320,Econ History U.S. Since 1850,Analysis of the economic development of the United States from the Industrial Revolution through the present day.
2531,007136,US Colonial Period,US Colonial Period
2532,666744,Macro Stabilization Policy II,"Part 2 of a 2 semester course. Provides a critical examination of the attempts of policy makers to influence macroeconomic objectives, focusing on the controversies concerning the role and conduct of macroeconomic stabilization policy, the balance of payments and exchange rates, aggregate demand and supply management, and business cycles."
2533,000365,Accting & Fin Mgt 2A,This course covers the topics examined in the lecture component of this course in more detail.
2534,666914,Intermediate Italian,
2535,666915,Elementary Japanese,
2536,666922,Intro Research Methodology,
2537,666927,Introduction to Statistics,
2538,666928,Psychopathology First-year Std,
2539,666929,Social Psychology,
2540,666931,Developmental Psychology,
2541,666932,Profess. Skills: Ethics,
2542,666933,Profess. Skills: Communication,
2543,666753,Internship,"Allows student to undertake work placement with an appropriate agency, develop appropriate work-related skills and enhance his/her marketability in the labor market in the process."
2544,666714,African Dance,"In this course, students will explore the fundamental aesthetic of African dance. There will be an emphasis on rhythm as we work to internalize the intricacies of African polyrhythm. Grounding, strength, and stability are important to African dance, and students will spend time exploring their cultural meaning and importance."
2545,000027,Mathematics 1A,This course provides an introduction to mathematic concepts.
2546,666766,Business Operations,"An examination of the role planning and control these process of creating good and services: operations management. This courses takes a process perspective, covering issues from strategy, through planning, design and application, to improvement"
2547,666682,Contemporary Moral Issues,The study of contemporary moral issues.
2548,667017,Literature L3S6EC,Literature L3S6EC
2549,007294,Spanish II,
2550,007295,Foreign Language Elective,
2551,007297,Automotive Service,
2552,004362,Hist of Ethnic Grp,
2553,004384,Hse Appr Law,
2554,006999,Hematology I,
2555,007277,Foreign Relations of the U.S.,
2556,000427,Electromagnetic Theory II,
2557,000429,Physics of Solids,
2558,000433,Method Mathematical Physics I,
2559,000435,electronic Circuits II,
2560,003750,Physical Chem I,
2561,003754,Patient-Doctor Exp,
2562,003766,Neuro,
2563,000190,International Monetary Econom,This course explains international monetary economics.
2564,000209,Econometric Theory,"This course teaches econometric theory,"
2565,000369,PhD Research (Economics),Doctorate in Engineering
2566,000227,Investments,This course teaches the principles of investments.
2567,000230,Applied Corporate Finance,This course teaches the concepts of applied corporate finance.
2568,000231,Risk & Insurance,This course teaches the concepts of risk & insurance.
2569,000305,Social Philosophy,This course teaches the theory of social philosophy.
2570,666755,Economic Research Methods,"The design, execution, and analysis of laboratory experiments in economics. Students study experimental methodology, critically survey the published literature, and design an experiment. Literature includes lab studies of investigations in auctions, markets, social choice theory, and game theory."
2571,000375,Financial Accounting - EE,Accounting for the Film and Software Costs Associated with Developing Entertainment and Educational Software Products
2572,667109,British civilization L2S3EC,
2573,667112,American literature L2S4EC,
2574,667113,Translation from Eng L2S3EC,
2575,667117,TICE - Info.& comm. L3S5EC,
2576,667121,Other language M1S1,
2577,667125,Other language M1S2,
2578,667129,Law M2S3,
2579,007312,History of American Jazz Music,
2580,667033,Linguistic system disc. OL4,
2581,667036,American Civilization OL4,
2582,667037,Image analysis - UK - OL3,
2583,667040,Cont.  English Literature OL4,
2584,667043,American Civilization OL4,
2585,667044,Cont. American theatre OL3,
2586,667047,Linguistics OL6,
2587,667049,Language & US Society OL6,
2588,666905,Society and Microbes,
2589,666843,Supply Chain Management,
2590,666666,The Art of JRR Tolkien/Spanish,
2591,666667,Test-SOC 444 Multiple Crse ID,
2592,000445,General Chemistry II,
2593,000447,Calculus & Analytic Geo II,
2594,667073,Fiction into film OL6,
2595,666699,Intro Chemical Research,
2596,666704,Multimedia,
2597,666706,Qualitative Methodology,
2598,666707,Quantitative Research Skills,
2599,667099,German L1S2EC,German L1S2EC
2600,667101,Italian L1S2EC,Italian L1S2EC
2601,666849,Intro to Professional Nursing,Introduction to Professional Nursing
2602,666852,Applied Statistics,Applied Statistics
2603,666857,Health Prmtn and Disease Prev,Health Promotion and Disease Prevention
2604,666976,Individual Assessment in Organ,
2605,666978,Social Network & Relationships,
2606,666979,Theme: Ethnic Relations,
2607,007309,Automotive Steering,
2608,003778,Pathology II,
2609,000417,Engr Physics I,
2610,000420,Engr Physics II Lab,
2611,000424,Analytical Mechanics I,
2612,667023,Spanish L3S6EC,Spanish L3S6EC
2613,666687,Macroeconomics,
2614,666775,Financial and Risk Analysis II,"This course evaluates financial structure, distribution and risk management decisions within a corporate environment.  Part 2 of 2."
2615,667429,Bac. Thesis Intern. Europ. Law,
2616,666791,Spec Topics in Women's Studies,
2617,666801,Legal and Regulatory Framework,
2618,666807,Data Interpretation,
2619,666811,Principles of Marketing,
2620,666813,Personal Development ,
2621,666815,Research Methods for Business,
2622,000145,Accounting & Fin Mgmt 1A,This course explains the concepts of accounting and financial management: 1a.
2623,666934,Profess. Skills: Group Skills,
2624,000147,Accounting & Fin Mgmt: 1B,This course explains the concepts of accounting and financial managment: 1b.
2625,667525,Clinical Lab III: Mental Hlth,
2626,666690,Quantitative Economics,
2627,666691,Managerial Economics,
2628,666942,Developmental Disorders,
2629,666950,Correlational Research Meth. 2,
2630,666954,Sociology for Psychologists,
2631,007303,Automotive Brake&Safety Insp,
2632,007304,Reading Auto Service Manuals,
2633,007307,Advanced Diagnosis-Auto,
2634,007308,Automotive Testing,
2635,666893,Directed Readings,
2636,666898,Environmental Pollution,
2637,666820,Managing Quality,
2638,666823,Leadership,
2639,666827,Graduate Enterprise 2,
2640,666836,Managing Service Quality,
2641,666838,Globalization and Business,
2642,666840,Performance Management,
2643,667106,Phonetics & Compreh. L2S4EC,
2644,667108,Grammar L2S4EC,
2645,667417,Legal protection against gov.,
2646,667481,The Radiant Hour,"MODULE DESCRIPTION    In this module you will explore how youth has been represented in American culture, using literary texts as your main focus. The module will, however, develop its discussion of the portrayal of youth in a range of texts, both literary and non-literary, and in the process raise key questions about the significance of youth within American culture. In particular, the module will examine the construction of gender identity as a concern of youth texts, alongside other key relationships such as those between youth and authority and various  institutions of power (family, school, etc). You will also address notions of rebellion, despair, sexuality, sincerity, and ¿phoniness¿ as they emerge as important issues in the texts studied. This module will draw upon certain cultural and theoretical ideas (feminism, discourse, myth, etc) to understand the social issues raised in these texts and enable you to draw comparisons across different materials.    INTENDED LEARNING OUTCOMES    On successful completion of this module, you will be able to:  1. Discuss and debate ideas about youth culture in a critical and informed way,  drawing on a range of readings, including theoretical and secondary texts.  2. Understand and evaluate important themes and concerns that occur and reoccur across a range of youth texts."
2647,667370,Int. Trade for EBE: Trade Theo,
2648,667385,Elementary Private Law B,
2649,667386,General Intro to Law B,
2650,667319,Lineair Algebra,
2651,666884,The Middle East,
2652,667191,Economics II (ESP),
2653,667075,Undefined OL5,
2654,667077,Prof. project building OL5,
2655,667209,Skills: Humanities,
2656,667219,Labor Economics (ESP),
2657,667221,Spanish Fiscal System (ESP),
2658,667224,Advanced Econometrics (ESP),
2659,666964,"Counseling Practica: I, D, F",
2660,667228,Essentials of Business (ESP),Essentials of Business (ESP)
2661,667452,Philosophical Bioethics,Philosophical Bioethics
2662,667455,"Medicine, Law and Society","Medicine, Law and Society"
2663,667456,"Children, Medicine and the Law","Children, Medicine and the Law"
2664,667457,Mental Health Law and Policy,Mental Health Law and Policy
2665,667458,Rights I:,Rights I: The Concept of a Right and Theories of Rights
2666,666966,Acculturation and Identity,
2667,666971,Leisure and Urban Development,
2668,667331,Marketing 1,
2669,667305,Invertebrate Biology,What will I cover in this module?    You'll examine the range of body form and function among invertebrate groups and consider the possible evolutionary relationships between them. You'll be assessed by coursework and exams.    How many credits is it worth?  15
2670,667438,Management & Organization,
2671,667441,Chemistry,
2672,667444,Information Technology,
2673,667230,Intro Patrimonial Law (ESP),
2674,667380,Intro to Criminal Law,
2675,667321,Analysis 1,
2676,667080,Grammar L1S1EC,
2677,667084,American civilization L1S1EC,
2678,667090,Translation to Eng L1S2EC,
2679,667009,German L2S4EC,German L2S4EC
2680,666773,Economic Methods II,Introduces the basic statistical methods used in economics. Its emphasis is on developing understanding of these techniques rather than the performance of laborious calculations. In addition the module provides an introduction to the main sources of economic data. The emphasis is on understanding and interpreting the data. Part 2 of a two semester course
2681,666992,Text analysis + IT L1S1,
2682,666993,Text analysis & doc  IT L1S2,
2683,667333,Finance 1 6,
2684,667337,Intro Econometrics,
2685,667341,Statistics for Econometrics,
2686,667005,Translation L2S4,
2687,667007,Spanish L2S4,
2688,666859,Pediatric Nursing,
2689,666881,The Economics of Crime,
2690,667161,Project Management M1S2EC4,
2691,667167,Meth. Prof.report M1S2EC6,
2692,667172,Intercultural mgnt M2S3EC1,
2693,667175,Intell. property law M2S3EC2,
2694,667176,Intercultural comm. M2S3EC3,
2695,667178,International comm. M2S3EC3,
2696,667182,Job seeking techniques M2S4EC1,
2697,667151,Thematic seminar M1S2EC1,
2698,667346,Differentiation & Integration,
2699,667231,Mathematics Economics I (ESP),
2700,667515,Control Systems,"For Electro-Mechanical and Mechanical Engineering students only.   8 HEQF credits, 24 lectures, 2 practicals, 12 tutorials, design project.   Convener: Mr M Tsoeu.   Prerequisites: MAM2080W. Students must be in their fourth year of registration and be in at least the third academic year of study.   Course outline: Terminology: open and closed loop system, block diagrams, dynamic system modelling, transient response, steady-state error criterion. System stability: Routh-Hurwitz criterion, root locus. Compensation: minor loop, feedback, feed forward and cascade configurations. Sensitivity analysis, System identification. Introduction to state space methods.   DP requirements: Satisfactory completion of coursework.   Assessment: June examination 2 hours."
2701,667235,Infinetesimal calculation,
2702,667070,17th century litterature OL5,
2703,666988,Literature L1S1,
2704,667415,Free Mov.of Persons in the EU,
2705,667190,Statistics I (ESP),
2706,667251,Requirements Engineering,
2707,667279,Competition Policy- Regulation,
2708,667362,"Auctions, Bargaining &Netw.",
2709,667501,Work Based Learning,"MODULE DESCRIPTION    This module provides you with an opportunity to experience working in a cultural, creative or heritage-related organisation and to develop valuable skills that can be utilised in other contexts. It also allows you to understand how culture and heritage are presented and utilised in public organisations. The main focus is to negotiate and conduct a history or heritage-related work-based project with an employer or other outside body. This might be a museum or gallery, a cinema or theatre, a radio or TV station, an educational establishment, publishing house, for example. The project could involve specific tasks in the chosen organisation, or a particular piece of research YOU are keen to get underway, and could be a written assignment, making a video, developing a poster/display or a pamphlet, or any combination. The module operates within the context of government policy and recent debates in the `historical studies¿ industry. It informs academic, practical and theoretical study through an applied and enjoyable practical approach. It will enable  you to link the study of a specific historical environment to broader cultural concerns, and may present an opportunity to gain valuable work experience relevant to your chosen career path.    LEARNING OUTCOMES    On completion of the module, you will be able to:  1. Identify and debate issues affecting policy and practices in a  cultural/heritage/historical establishment/organisation.  2. Negotiate and undertake a project or work placement in or in relation to a  cultural/heritage/historical establishment/organisation.  3. Evaluate your experience in relation to a range of academic and policy issues and in relation to your own personal and career development"
2710,667585,Communication Skills,Communication Skills
2711,667325,Intro Organization Theory,
2712,667693,Metawerk 6 / Bekwaamheidsprf 3,
2713,667389,Business Ethics Dutch,
2714,667466,Sixteenth Century Literature,"MODULE DESCRIPTION  This module aims to introduce you to the three most important writing forms of the Sixteenth Century: prose; drama and poetry (usually sonnets), as well as the contexts which gave rise to these genres. You will study writers such as Thomas More, Anne Askew, Jane Grey, Thomas Wyatt, Henry Howard, Philip Sidney, Edmund Spenser, William Shakespeare and Christopher Marlowe.    LEARNING OUTCOMES    On successful completion of this module, you will be able to:  1. Identify and evaluate key stylistic features of Sixteenth-Century writing.  2. Critically appraise a range of Sixteenth-Century writings and their relation to religious, political, social and cultural developments."
2715,003078,Lang Cognitv Dev - 2030,The study of language and cognitive development - 2030
2716,666769,Managing Quality,Examines and evaluates quality management in the organizational context. It examines both `hard¿ and `soft¿ methods of quality management and measurement in manufacturing and service contexts and analyzes the financial and strategic impact of quality management.
2717,666721,Economic Principles I,"Provides an introduction to economics, a series of two courses.  Part I examines how the overall level of national economic activity is determined, including output, employment, and inflation. Explores the roles of monetary and fiscal policies in stabilizing the economy and promoting growth, with a focus on contemporary policy debates."
2718,667288,Biology Org - Origins of Life,"What will I cover in this module?    You'll be introduced to the process of biological evolution and to the variety of living plants and animals. You'll focus on the first groups of organisms to evolve, prior to the colonisation of land.    How many credits is it worth?  15"
2719,667468,Black British Writing,"MODULE DESCRIPTION    This module aims to introduce you to significant developments in post-war and  contemporary Black British writing. You will become acquainted with the distinctive set of cultural and political concerns which mark the development of postcolonial writing and position it in the wider context of British literature. The module will draw upon a range of literary genres generated by writers with roots in the African, Caribbean and South-Asian diasporas, thus allowing you to gain a deep understanding of the main preoccupations of Black British writing across a range of genres.    LEARNING OUTCOMES    On successful completion of this module you will be able to:  1. Relate the main concerns of Black British writing to its historical and theoretical contexts.  2. Identify the principal issues within the Black British canon and the representative strategies used to expose them."
2720,667514,Energy Conservation & Utlzn,"For Electrical and Computing, Electro-Mechanical and Mechanical Engineering students only.   8 HEQF credits, 24 lectures, 2 practicals.   Convener: Associate Professor SP Chowdhury.   Prerequisites: EEE2031S or EEE2026S.   Course outline: The structure and components of a power system; AC power theory; electrical loads and tariffs; DC machines; AC machines.   DP requirements: Satisfactory completion of course and laboratory work.   Assessment: November examination 2 hour paper."
2721,667400,Company Insolvency Law,
2722,667401,Strategic Human Resource Man.,
2723,667405,Competition Law,
2724,667229,Dynamic Financial Econometrics,Dynamic and Financial Econometrics
2725,667489,Romantic Period Poetry,"MODULE DESCRIPTION    This module aims to develop your understanding of the ways in which poetry relates to the contexts within which it was written and read. The Romantic era in British Literature¿the forty years from the French Revolution (1789) to the passing of the first Reform Bill (1832)¿was an especially rich one in the history of British poetry. It was also a period of social and political upheaval, Romantic-period poets were intensely aware of living and writing at a moment of great  historical change. In this module, therefore, we will aim to acquire an understanding of the relevant historical and cultural contexts in order to enrich our understanding of the poetry.    LEARNING OUTCOMES    On successful completion of this module you should be able to:  1. Demonstrate a detailed understanding of relevant aspects of the historical and cultural contexts within which a poem is set, in order to reflect on the relationship between poetry and the contexts within which it was produced and read.  2. Synthesise information gathered from a variety of sources (from a study of the text itself, from other contemporary literature, and from secondary literature) to support interpretive and evaluative judgements.  3. Discuss formal and thematic issues in romantic period poetry using an appropriate technical, conceptual and scholarly vocabulary.  4. Evaluate your own work in order to reflect purposefully on your strengths and  weaknesses as a writer."
2726,667474,Fantasy and the Fantastic,"MODULE DESCRIPTION    This module will consider a range of literary and cinematic texts which can be grouped together under the heading of `fantasy¿ or `the fantastic¿. The module will establish the generic conventions of the fairy tale, horror, and science fiction in relation to specific films and written narratives. In addition, the module aims to familiarise you with the theoretical perspectives and critical interventions which inform current debates concerning the fantastic as a cultural mode..    LEARNING OUTCOMES    On completion of this module you will be able to:  1. Demonstrate an awareness of the different ways in which literary and cinematic media produce meaning.  2. Closely analyse texts for the purpose of identifying their thematic preoccupations and their relation to generic conventions.  3. Make use of the theoretical approaches and critical positions studied in order to interpret textual detail."
2727,667369,Econometrics for EBE,
2728,667623,Special Author: Russell,
2729,667624,Jurisprudence,
2730,667371,MacroEco 3 EBE: Intermediate,
2731,667372,MicroeEco 3 EBE: Industrial,
2732,667374,Skills Lab year 1,
2733,667353,Combinatorial Optimisation,
2734,667520,Nursing Fundamentals I,
2735,667504,Forensic Entomology,
2736,667502,Poetry as Creative & Critical,"MODULE DESCRIPTION    In this module, you will read modern and contemporary poetry and have the opportunity to write poetry, with particular attention to the way in which poems read each other. That is, we will consider the way in which poetry evolves out of a conversation with other poems (tradition) as well as from a conversation with other media and responsiveness to contemporary life. The module emphasises the close link between attuned reading and appreciative writing, whether creative or critical. The module fosters an awareness of, on  the one hand, the way attempts at creative writing can help foster a critical sensibility and, on the other, the way in which reading critically can assist the creative process. Although we will read widely in modern and contemporary poetry, every year we will select a single contemporary poet whose work will provide a focus for the module and for your written work. You will be encouraged to work with contemporary less-established poets, as well as looking back to the influence of well-known work.    LEARNING OUTCOMES    On successful completion of this module, you will be able to:  1. Interpret and evaluate modern or contemporary poetry in an appropriate creative and/or critical format.  2. Critically discuss the use of a range of forms and techniques particular to poetry using an appropriate technical/conceptual vocabulary.  3. Analyse and show critical appreciation of the way in which poems are shaped by a responsiveness to other poems."
2737,667510,Linear Algebra,"This course is designed specifically for students in the Faculty of Engineering & the Built Environment.   16 HEQF credits, 4 lectures per week, 1 double-period tutorial per week.   Prerequisites: MAM2083F/S.   Course outline: First order ordinary differential equations. Systems of linear equations, linear combinations, linear dependence, linear subspaces and basis. Determinants. Eigenvalues and eigenvectors, diagonalization, applications to systems of linear differential equations and finding principal axes. Solution of n-th order linear differential equations. The Laplace transform. Brief introduction to partial differential equations and the method of separation of variables.   Assessment: One paper written in June or November no longer than 2.5 hours:60%, year mark: 40%."
2738,667547,Dynamics II,"16 HEQF credits, 48 lectures, 2 practicals.   Convener: TBA.   Prerequisites: MEC2020W, MEC2023F/S, MEC2025F.   Course outline: Kinematics and efficiency of gears and gear trains. Balancing of rotating machines; Crank-effort diagrams, balancing of reciprocating machinery. Flywheels. Vibration including single degree of freedom systems. Natural frequencies, Gyroscopic motion.   Lecture times: TBA.   Assessment: Class tests, take home assignment, lab classes, November examination 3 hours."
2739,667704,BPV 1st year workprocesss 1.2,
2740,667281,Experimental Behavioural Ec.,
2741,667256,Graphical Modeling,
2742,667732,BPV 3rd yr workprocess 2.5,
2743,667760,Bioelectronics,
2744,667487,Creative and Cultural,"MODULE DESCRIPTION    The module is specifically designed to contribute to your Personal Development Planning by providing suitable materials to contribute to your PDP folders. In academic terms, it will operate within the context of recent social policy and debates in the cultural industries. It will inform academic practical and theoretical study through an applied approach. It will enable you to link the study of specific media to broader cultural and creative contexts. For Film and Media students, the issues can be developed further in a range of level six  modules, such as Schedules and Margins; Ethics, Creativity and Representation; Management Experience in the Creative and Cultural Industries.    LEARNING OUTCOMES    On completion of this module, you will be able to:  1. Identify and debate issues affecting policy and practices within a specific or range of cultural and media institutions within the contemporary context, and negotiate work experience in a creative/cultural industry;  2. Undertake a project or work experience in or in relation to the creative and cultural industries;  3. Critically reflect on your experience in relation to a range of relevant academic and policy issues and to your own personal and career development."
2745,667581,Practical Training,"Course outline: Electro-Mechanical and Mechanical Engineering students shall produce to the satisfaction of the head of the department, or a person designated by him / her, a certified employers report showing regular time-keeping and evidence of completion of suitable work in mechanical,  electro-mechanical or materials engineering practice for a minimum period of six continuous weeks at the end of the Third Year. The student is expected to work on a design project and to apply the knowledge gained during his / her studies to the project under reduced supervision (compared to MEC2000X). The student shall submit to the head of department or designee, his / her own report which shall include a description of the engineering task assigned to the student, the engineering approach taken by the student, and the outcomes of the project. The student's report to the department is to be submitted by the end of the week preceding the mid-semester break of the term immediately following the period of employment. In any case, reports of practical training carried out more than 12 months ago at the time of report submission will not be accepted. Selection of employment and acceptance of report require approval by head of department or designee."
2746,667582,Measurement and Control in Eng,"16 NQF credits.  Prerequisites: EEE3070S, MEC3050W.  Course outline: To bring together elements of engineering previously covered in electrical and mechanical courses in a way that is as close to that expected in industrial practice. To ensure that each student is equipped with the necessary skills to deal with the complexity that this integration brings. Skills include designing and building measurement and control systems using sensors,  micro-processors, PCs, PLCs, electric motors, heater elements, etc. Students on this course will have gained the knowledge to: program a micro-processor, use this micro-processor to monitor and obtain information from various kinds of sensors, (for example: temperature, shaft speed, angular position of shafts, torque, power, and strain gauges); output this information and retrieve processed  information from a host PC; control speed, torque, and the angular position of the shafts on AC and  DC electric motors, and control heaters, valves, flow rates etc.  Assessment: Practical examinations, technical reports, 3 hour examination."
2747,667572,Industrial Management,"8 HEQF credits, 24 lectures, case study. Fourth year, second semester course.   Convener:   Fieldwork: Students will be required to visit organisations (3 half-day excursions).   Course outline: Introduction to Management and Organisational Theory, Leadership, Organisational culture, Customer Value, Human Resources, Finance, Economics, Strategic Thinking, ethics and roles of managers.   Lecture times: TBA.   DP requirements: An average of at least 40% on all marked class work and tests.   Assessment: Marked class work and projects 50%; A 2 hour examination written in September 50%."
2748,667573,New Venture Planning,"8 HEQF credits, 24 lectures.   Convener:   Course outline: The entrepreneurial perspective; developing a new venture (guest speaker); What is a feasibility plan? Product concept and description; market assessment; industrial analysis; marketing plan; operations, development plans and management; financial projections.   Lecture times: TBA.   Assessment: Individual learning log, presentations, project report(s)."
2749,667557,Fracture Mechanics,"8 HEQF credits, 24 lectures, 2 practicals.   Convener:   Prerequisites: MEC3050W.   Course outline: Fundamentals of fracture mechanics; triangle of integrity concept between fracture toughness, stress and flaw size. Review of linear elastic fracture mechanics (LEFM), stress intensity (K), and its shortcomings. Elastic plastic fracture mechanics (EPFM) and crack opening displacement (COD) and J integral toughness formulations.   Experimental measurement of COD and J integral and correlation of K, COD and J integral. Codified use of EPFM in practice and case studies. Review of fatigue from a fracture mechanics viewpoint.   Lecture times: Tuesdays and Fridays 3rd period.   Practical: One demonstration practical ¿ arranged as convenient by lecturer No field work   DP Requirements: 35% class record from 1 class test and 2 assignments. Practical attendance.   Assessment: Class record from class test, assignments 25% and examination 75%."
2750,667497,American Noir,"MODULE DESCRIPTION    In this module you will examine the dark tendencies in American literature and culture developing in contrast to the ideologies of the Promised Land and the American Dream. We will look at the European Gothic tradition and the reasons for this genre being taken up and extended in America. The persistence of this interest in the uncanny, the supernatural, the deviant and the transgressive in American culture will be the main focus of the module. We will discuss the strands of this tendency in historical, psychological and cultural terms as reflected in representative expressive literature, film and art from different periods. We will examine how the Gothic has mutated and altered over time and re-emerged in and influenced the creation of new forms, and examine how it has been appropriated for new creative and political purposes (detective fiction, film noir, cyberpunk, feminism, social critique). Particular  attention will be paid to the function of 'anti-mythography' and social criticism, as well as formal experimentation and subversion in discussing the purposes of the genre.    LEARNING OUTCOMES    On successful completion of this module, you will be able to:  1. Demonstrate knowledge and understanding of theories and concepts of  `gothic/noir¿ and its developments and changes within an American context.  2. Discuss, interpret and critically interrogate different texts using a variety of  critical and theoretical perspectives."
2751,667545,Project Management,"8 HEQF credits, 2 lectures per week, second semester course.   Convener:   Prerequisites: 3rd Year equivalent course or concession   Objective: Project Management can be practiced as a stand-alone professional discipline or as an integral part of the delivery mechanism for engineering services. All engineers need an understanding of Project Management theory, principles, practices, tools and techniques. This course has been structured to introduce student engineers to the discipline of Project Management and to equip them with sufficient knowledge of the discipline to meaningfully participate in project work.   Course outline: Project Life Cycles, Body of Knowledge, Initiation, Planning, Scope Management, Human Resource Management, Quality, Cost Management, Specifications and Standards, Procurement, Risk Management and Project Safety, Completion and Close Out.   Lecture times: Monday 7th and 8th periods.   DP requirements: A weighted average of at least 40% for all marked assignments and the class test.   Assessment: Assignments count 30%; class test counts 20%; theory examination written in June counts 50%."
2752,667579,Measurement and Microprocessor,8 NQF credits. For Electro-Mechanical Engineering students.  Course outline: Refer to the course outline for Module D of EEE2039W.  Assessment: Programming test and November Examination.
2753,667744,VP LLB2 Career,
2754,667714,Anatomy/fysiology 2,
2755,667715,Medical Calculus,
2756,667306,Microbes and Disease,"What will I cover in this module?    You'll cover the history of microbes and disease, mechanisms of pathogenicity, disease transmission, and the problems of sustainable control due to the emergence of antibiotic resistance. You'll be assessed by coursework and exams.    How many credits is it worth?  15"
2757,667537,Engineering Physics B,"16 HEQF credits, 48 lectures, 12 exercise sessions, 12 tutorials/practicals.     Course outline: Vectors, kinematics, dynamics, work, energy power, conservative and non-conservative forces, friction, impulse, momentum, collisions, rotation, rotational dynamics, torque, rotational inertia, rotational energy, angular momentum, static equilibrium, elasticity, elastic moduli, simple harmonic motion, electric charge, electric field, Gauss' law, electric potential, capacitance, current, current density, emf, resistance, resistivity, networks, the magnetic field, Biot-Savart Law, Ampere's Law, electromagnetic induction, inductance.   Assessment: June and November examinations, laboratory work, class tests."
2758,667592,Administration II,Administration II
2759,667593,Accounting II,Accounting II
2760,667595,Mathematics I,Mathematics I
2761,667687,Voeding 4: toegepaste voeding,
2762,667689,Werkveldstage 2: welzijn/dien.,
2763,667691,Gezond en ziek 3,
2764,667692,Afstudeerproduct (AP),
2765,667752,Speaking Skills Level 3F-2,
2766,667476,Academic Skills for English,"MODULE DESCRIPTION    This module aims to develop your critical thinking, reading and writing skills, in order to prepare you for the specific demands of academic writing in English and to equip you with broader intellectual and transferable skills that will be useful in future careers. The class will be run as a workshop in which the emphasis will be on allowing you the opportunity to practice and improve you own reading and writing skills. Much of the teaching will be conducted in a networked classroom so that, in the course of learning, you will practice  basic ICT skills and gain familiarity with the University of Derby¿s online environment.    LEARNING OUTCOMES    On successful completion of this module you should be able to:  1. Analyse and evaluate arguments effectively  2. Find and evaluate information using search engines and databases for online literature searches  3. Explain the main features of effective academic essay writing at level 4 of higher education  4. Reflectively evaluate your own learning and personal planning process."
2767,667549,Professional Communication St,"12 HEQF credits, 24 lectures.   Convener: Associate Professor J English.   Course outline: This course equips students with the skills required for the preparation and writing of technical reports with reference to design reports. It also covers effective delivery of technical material through presentations and visual aids. Students will be assessed in terms of their ability to plan, organise and select information; write and speak in a clear and appropriate style; and present technical information in a highly readable way. (Second-year students may not register for MEC3037S.)   Lecture times: TBA.   Assessment: Class test, 2 hour written examination, presentation examination. (Written examination 25%, Oral examination 25%, projects and class test 50%.)."
2768,667563,Air Conditioning & Refrigeratn,"12 HEQF credits, 36 lectures, 1 practical.   Convener: TBA.   Course outline: Evaluation and system performance of Compression Refrigeration. Optimising operating conditions in Absorption Refrigeration. Psychrometry; human comfort; Air-conditioning applications, heat losses, Solar radiation on buildings.   Lecture times: TBA.   Assessment: Class tests, practical/demonstration, September examination 3 hours."
2769,667516,Acoustics: Noise Control,"12 HEQF credits, 36 lectures, 2 practicals, 8 tutorials.   Convener:   Prerequisites: All second year core courses and one third year core course.   Course outline: Revision of fundamentals of vibration; control of structure-borne sound. Acoustic intensity; specific acoustic impedance; the decibel. Radiation of sound from point source and extended surfaces; radiation impedance; directivity. Hearing and speech; psychological and physiological effects of noise. Measurement and analysis of sound and vibration; accelerometer, sound level meter. A-weighting network. SA National Standards; Noise control regulations. Sound transmission through boundaries; criteria and rating of partitions; sound absorbing materials. Resonance and radiation from pipes; dissipative and reactive silencers. Sound fields in enclosures; reverberation time, pressure and power levels of noise sources.   DP requirements: Complete all tutorials and laboratories.   Assessment: June examination 3 hours 80%, year mark 20%."
2770,667536,Engineering Physics A,"16 HEQF credits, 48 lectures, 12 exercise sessions, 12 tutorials/practicals.     Course outline: Vectors, kinematics, dynamics, work, energy power, conservative and non-conservative forces, friction, impulse, momentum, collisions, rotation, rotational dynamics, torque, rotational inertia, rotational energy, angular momentum, static equilibrium, elasticity, elastic moduli, simple harmonic motion, electric charge, electric field, Gauss' law, electric potential, capacitance, current, current density, emf, resistance, resistivity, networks, the magnetic field, Biot-Savart Law, Ampere's Law, electromagnetic induction, inductance.   Assessment: June and November examinations, laboratory work, class tests."
2771,667292,Genetics,"What will I cover in this module?    Our module aims to provide you with a broad introduction to, and basic understanding of, the key concepts in classical and molecular genetics.    How many credits is it worth?  15"
2772,667315,Ornithology,"What will I cover in this module?    Our module approaches Ornithology - the scientific study of birds - from a biological and evolutionary perspective. You'll examine the form, function and behaviour of birds and an understanding of the field's broader implications, including the latest advances.    How many credits is it worth?  15"
2773,667817,Cost accounting (BRA),Cost accounting (BRA)
2774,667782,Nuclear Magnetic Resonance Ima,
2775,667800,Nuclear Magnetic Resonance ImT,
2776,667802,Measurement Techn. inNuclSienc,
2777,667803,Radiologic Techniques,
2778,667807,Medical Dosimetry,
2779,667822,Sociología,Sociología
