Customer,State,Customer Lifetime Value,Response,Coverage,Education,,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
OP68330,Oregon,"$7,247",No,Extended,College,2/26/11,Unemployed,F,$0,Suburban,Married,96,31,64,1,3,Personal Auto,Personal L2,Offer1,Agent,$461,Four-Door Car,Large
GO53814,Oregon,"$4,879",No,Basic,High School or Below,1/18/11,Employed,F,"$43,358",Suburban,Married,61,2,83,0,6,Corporate Auto,Corporate L3,Offer4,Branch,$400,Two-Door Car,Small
VW11431,California,"$2,972",No,Extended,Bachelor,1/31/11,Employed,F,"$83,873",Urban,Single,76,5,36,1,1,Personal Auto,Personal L2,Offer3,Branch,$218,Two-Door Car,Medsize
FG96614,California,"$11,303",No,Extended,Doctor,11-10-01,Employed,F,"$22,361",Suburban,Married,95,15,42,0,2,Personal Auto,Personal L3,Offer4,Agent,$531,Four-Door Car,Small
KQ98040,California,"$7,997",No,Extended,Bachelor,2/28/11,Employed,F,"$70,061",Suburban,Married,99,2,57,0,3,Corporate Auto,Corporate L2,Offer3,Agent,$700,Four-Door Car,Small
DP23630,California,"$7,412",No,Basic,High School or Below,2/22/11,Unemployed,M,$0,Suburban,Single,73,6,19,0,2,Personal Auto,Personal L3,Offer1,Agent,$526,Four-Door Car,Large
No31089,Arizona,"$3,179",No,Extended,Bachelor,1/21/11,Employed,F,"$65,742",Urban,Married,79,6,0,0,1,Personal Auto,Personal L3,Offer2,Call Center,$277,Four-Door Car,Medsize
TU15769,Washington,"$22,659",Yes,Basic,Bachelor,1/25/11,Retired,M,"$23,665",Suburban,Married,67,19,50,0,2,Personal Auto,Personal L2,Offer1,Branch,$405,Four-Door Car,Medsize
DA20791,California,"$3,775",No,Extended,College,11-6-01,Employed,M,"$66,457",Suburban,Married,95,2,76,0,1,Personal Auto,Personal L3,Offer2,Branch,$456,Four-Door Car,Medsize
AE89300,Arizona,"$8,225",No,Basic,Bachelor,11-3-02,Employed,F,"$82,634",Urban,Single,104,8,74,0,3,Personal Auto,Personal L3,Offer3,Agent,$324,SUV,Medsize
UE13511,Oregon,"$2,564",No,Basic,High School or Below,11-2-01,Unemployed,F,$0,Suburban,Married,69,11,60,0,1,Corporate Auto,Corporate L1,Offer1,Agent,$331,Four-Door Car,Small
MS46793,Oregon,"$2,394",Yes,Basic,College,1/31/11,Unemployed,M,$0,Suburban,Single,70,24,10,0,1,Personal Auto,Personal L3,Offer1,Branch,$425,Four-Door Car,Medsize
ME22430,Nevada,"$2,454",Yes,Basic,Bachelor,11-9-02,Medical Leave,M,"$29,735",Suburban,Single,69,3,92,0,1,Personal Auto,Personal L2,Offer1,Agent,$331,Four-Door Car,Medsize
JZ28710,California,"$5,144",No,Basic,College,1/31/11,Employed,M,"$61,417",Urban,Married,65,6,35,0,7,Personal Auto,Personal L3,Offer4,Call Center,$206,Two-Door Car,Medsize
HP80279,Oregon,"$7,379",No,Basic,High School or Below,1/27/11,Unemployed,F,$0,Suburban,Single,105,3,12,0,4,Personal Auto,Personal L3,Offer1,Branch,$756,SUV,Small
EH22538,California,"$2,574",No,Basic,High School or Below,11-11-02,Employed,M,"$43,846",Rural,Married,65,16,33,1,1,Personal Auto,Personal L3,Offer3,Call Center,$126,Four-Door Car,Large
JP87331,Arizona,"$22,315",No,Basic,High School or Below,2/18/11,Unemployed,M,$0,Suburban,Single,67,33,54,0,2,Personal Auto,Personal L3,Offer1,Branch,$482,Four-Door Car,Medsize
VA89684,Nevada,"$2,430",No,Basic,College,1/23/11,Employed,F,"$33,775",Suburban,Married,61,24,95,0,1,Personal Auto,Personal L2,Offer1,Agent,$293,Two-Door Car,Medsize
XS68865,Oregon,"$6,161",No,Extended,College,1/18/11,Employed,M,"$96,988",Suburban,Single,77,1,60,0,3,Personal Auto,Personal L2,Offer1,Agent,$370,Two-Door Car,Medsize
IZ13533,Arizona,"$7,912",No,Premium,Bachelor,11-11-02,Unemployed,M,$0,Suburban,Single,114,26,34,0,7,Personal Auto,Personal L3,Offer1,Branch,$821,Two-Door Car,Large
JB47784,Oregon,"$5,535",No,Basic,Doctor,1/23/11,Employed,F,"$81,945",Rural,Single,68,19,45,0,9,Personal Auto,Personal L1,Offer1,Call Center,$47,Four-Door Car,Small
LT79371,Arizona,"$2,383",No,Basic,Bachelor,1/29/11,Unemployed,F,$0,Rural,Married,65,24,47,0,1,Personal Auto,Personal L1,Offer1,Agent,$27,Four-Door Car,Medsize
DE78840,Nevada,"$6,991",No,Basic,Bachelor,2/22/11,Medical Leave,F,"$19,019",Suburban,Married,186,7,46,0,1,Personal Auto,Personal L3,Offer4,Branch,"$1,003",Luxury SUV,Medsize
PU25554,Oregon,"$2,885",No,Basic,Bachelor,1/30/11,Employed,F,"$62,579",Urban,Married,72,33,53,0,1,Personal Auto,Personal L2,Offer4,Agent,$326,Four-Door Car,Medsize
ZI47098,California,"$41,788",Yes,Premium,High School or Below,1/31/11,Employed,F,"$46,587",Suburban,Divorced,119,34,74,2,2,Personal Auto,Personal L3,Offer1,Call Center,$571,Four-Door Car,Medsize
CN53343,Arizona,"$2,849",No,Extended,Bachelor,11-2-02,Unemployed,F,$0,Suburban,Single,81,26,58,0,1,Personal Auto,Personal L3,Offer1,Branch,$583,Four-Door Car,Medsize
IN18876,Arizona,"$8,123",No,Extended,Bachelor,11-4-02,Unemployed,F,$0,Suburban,Single,78,15,47,0,2,Special Auto,Special L1,Offer3,Web,$562,Four-Door Car,Small
FV38119,Washington,"$9,661",No,Extended,High School or Below,1/26/11,Unemployed,M,$0,Suburban,Married,135,1,98,0,9,Corporate Auto,Corporate L1,Offer1,Agent,$648,SUV,Medsize
YD89516,California,"$4,488",No,Basic,High School or Below,1/13/11,Unemployed,M,$0,Suburban,Single,66,1,61,0,9,Corporate Auto,Corporate L3,Offer2,Web,$758,Four-Door Car,Small
BN89470,California,"$4,561",No,Premium,College,1/25/11,Medical Leave,M,"$29,327",Suburban,Married,118,26,21,0,1,Special Auto,Special L2,Offer1,Agent,$628,Four-Door Car,Small
VZ64716,Oregon,"$11,546",No,Extended,Master,2/26/11,Employed,M,"$81,081",Rural,Married,96,32,34,1,2,Corporate Auto,Corporate L2,Offer4,Call Center,$206,Four-Door Car,Medsize
FU17577,Oregon,"$3,789",No,Basic,High School or Below,11-10-01,Unemployed,F,$0,Suburban,Single,106,27,89,0,1,Personal Auto,Personal L3,Offer1,Agent,$763,SUV,Medsize
QY37300,Nevada,"$13,503",No,Basic,Master,2/21/11,Employed,M,"$57,222",Urban,Married,112,3,88,1,2,Personal Auto,Personal L2,Offer2,Branch,$297,Sports Car,Medsize
UI84849,Arizona,"$8,564",No,Basic,College,11-1-02,Employed,M,"$91,147",Rural,Married,107,4,79,0,7,Personal Auto,Personal L1,Offer3,Agent,$50,Sports Car,Small
MN81810,California,"$2,913",No,Basic,High School or Below,1/13/11,Employed,F,"$76,638",Suburban,Single,73,2,55,1,1,Personal Auto,Personal L3,Offer3,Agent,$435,Four-Door Car,Small
XN42396,California,"$7,541",No,Basic,Bachelor,1/20/11,Employed,M,"$29,697",Rural,Married,64,6,43,0,2,Personal Auto,Personal L2,Offer3,Agent,$147,Four-Door Car,Medsize
VZ13840,Arizona,"$6,951",No,Basic,High School or Below,1/18/11,Unemployed,M,$0,Suburban,Married,61,27,90,0,2,Corporate Auto,Corporate L3,Offer3,Call Center,$301,Four-Door Car,Medsize
NI27358,Arizona,"$7,255",No,Basic,College,2/21/11,Employed,F,"$67,352",Urban,Married,181,7,80,1,1,Personal Auto,Personal L3,Offer3,Branch,$561,Luxury Car,Small
LO39834,Oregon,"$4,334",Yes,Extended,Bachelor,2/27/11,Retired,F,"$23,904",Suburban,Single,123,1,67,3,1,Personal Auto,Personal L3,Offer1,Agent,$590,SUV,Medsize
WX18073,Arizona,"$6,307",No,Extended,Bachelor,1/27/11,Unemployed,M,$0,Suburban,Married,88,16,28,2,7,Personal Auto,Personal L2,Offer1,Branch,$422,Four-Door Car,Small
PG27422,California,"$5,905",No,Basic,Bachelor,11-1-01,Employed,F,"$89,953",Urban,Single,74,3,42,0,3,Corporate Auto,Corporate L3,Offer2,Web,$274,Four-Door Car,Medsize
AX56708,California,"$4,794",No,Basic,High School or Below,1/23/11,Retired,M,"$20,862",Suburban,Divorced,68,1,69,0,9,Personal Auto,Personal L3,Offer1,Agent,$326,Four-Door Car,Small
JI80257,Nevada,"$9,180",No,Basic,College,1/23/11,Employed,F,"$47,663",Rural,Divorced,114,35,24,0,8,Personal Auto,Personal L3,Offer1,Branch,$104,Sports Car,Medsize
EK95340,Washington,"$8,356",No,Premium,Master,11-11-02,Employed,M,"$49,564",Suburban,Divorced,105,8,29,0,5,Corporate Auto,Corporate L1,Offer3,Web,$662,Four-Door Car,Small
FS67856,California,"$13,870",Yes,Basic,College,1/21/11,Employed,M,"$28,432",Suburban,Married,118,1,59,0,2,Personal Auto,Personal L3,Offer2,Branch,$612,SUV,Small
JX27737,California,"$13,452",No,Premium,College,1/25/11,Employed,M,"$32,356",Urban,Married,117,11,35,2,2,Personal Auto,Personal L1,Offer1,Agent,$428,Two-Door Car,Medsize
SY81273,Oregon,"$16,799",No,Basic,High School or Below,2/16/11,Employed,M,"$55,269",Suburban,Divorced,71,32,15,0,2,Personal Auto,Personal L3,Offer1,Agent,$341,Two-Door Car,Medsize
FZ16327,California,"$8,273",No,Premium,College,11-11-01,Unemployed,F,$0,Urban,Divorced,116,6,78,0,3,Personal Auto,Personal L2,Offer1,Web,$510,Four-Door Car,Large
XC26395,Oregon,"$7,409",No,Extended,High School or Below,11-3-01,Employed,M,"$76,771",Rural,Divorced,95,34,82,1,7,Personal Auto,Personal L3,Offer1,Branch,$92,Two-Door Car,Large
HA72996,Nevada,"$4,349",Yes,Basic,College,11-10-02,Employed,F,"$75,648",Rural,Married,108,28,10,0,1,Corporate Auto,Corporate L3,Offer2,Branch,$113,SUV,Large
WP51328,Oregon,"$4,745",No,Basic,Doctor,2/19/11,Employed,M,"$20,698",Urban,Single,68,21,72,5,5,Personal Auto,Personal L3,Offer4,Branch,$248,Two-Door Car,Medsize
CP47989,Oregon,"$17,208",No,Basic,High School or Below,11-4-02,Employed,F,"$29,734",Suburban,Divorced,63,12,86,0,2,Corporate Auto,Corporate L2,Offer4,Web,$650,Two-Door Car,Medsize
JO75190,Nevada,"$8,674",No,Basic,Bachelor,1/31/11,Employed,M,"$43,963",Suburban,Married,110,25,59,0,7,Corporate Auto,Corporate L3,Offer3,Agent,$528,SUV,Medsize
AP47670,California,"$2,498",No,Basic,High School or Below,11-12-02,Employed,M,"$29,465",Suburban,Married,63,6,9,0,1,Personal Auto,Personal L2,Offer2,Call Center,$302,Four-Door Car,Medsize
BT61680,Arizona,"$32,070",No,Basic,High School or Below,1/15/11,Employed,F,"$24,851",Suburban,Single,103,8,99,0,2,Personal Auto,Personal L3,Offer1,Agent,$604,SUV,Medsize
KX23022,Arizona,"$3,312",No,Basic,Bachelor,11-7-01,Unemployed,M,$0,Suburban,Single,107,2,4,2,1,Corporate Auto,Corporate L3,Offer1,Agent,$770,SUV,Medsize
KB20508,California,"$10,828",No,Extended,College,1/17/11,Medical Leave,M,"$11,033",Suburban,Married,97,27,18,0,2,Special Auto,Special L1,Offer1,Branch,$511,Two-Door Car,Large
HU89665,Oregon,"$12,128",No,Basic,College,2/25/11,Employed,F,"$20,495",Suburban,Married,61,7,36,0,2,Personal Auto,Personal L3,Offer2,Agent,$293,Four-Door Car,Medsize
HD12841,California,"$5,506",No,Basic,Master,11-6-02,Employed,F,"$95,766",Rural,Married,68,17,62,0,5,Personal Auto,Personal L3,Offer2,Call Center,$163,Four-Door Car,Medsize
AR63478,California,"$6,715",No,Basic,College,11-7-01,Unemployed,M,$0,Suburban,Single,65,22,39,0,2,Corporate Auto,Corporate L1,Offer4,Agent,$655,Four-Door Car,Medsize
UP90711,Oregon,"$2,837",No,Basic,Bachelor,1/31/11,Employed,F,"$61,029",Rural,Single,72,26,98,0,1,Personal Auto,Personal L2,Offer2,Call Center,$114,Two-Door Car,Medsize
EK58626,Oregon,"$3,562",No,Basic,Bachelor,11-2-02,Unemployed,M,$0,Suburban,Single,105,3,30,0,1,Personal Auto,Personal L3,Offer4,Web,$504,SUV,Medsize
CA14631,California,"$6,552",No,Extended,High School or Below,1/14/11,Employed,M,"$56,188",Rural,Married,86,20,52,3,3,Special Auto,Special L2,Offer2,Web,$176,Four-Door Car,Large
AU98438,Arizona,"$2,834",No,Basic,Bachelor,11-7-02,Employed,F,"$94,812",Rural,Married,70,11,40,0,1,Personal Auto,Personal L3,Offer2,Branch,$121,Four-Door Car,Medsize
RD96782,California,"$5,100",No,Basic,Bachelor,11-12-02,Unemployed,F,$0,Suburban,Married,70,28,77,1,3,Personal Auto,Personal L1,Offer1,Branch,$336,Two-Door Car,Small
SY66568,Oregon,"$9,416",No,Premium,College,1/25/11,Employed,F,"$55,338",Suburban,Married,116,25,54,0,7,Corporate Auto,Corporate L3,Offer2,Branch,$557,Two-Door Car,Medsize
WE52979,California,"$3,645",Yes,Extended,High School or Below,1/15/11,Employed,F,"$82,477",Suburban,Married,90,1,69,0,1,Personal Auto,Personal L3,Offer2,Agent,$432,Two-Door Car,Large
PL56477,Oregon,"$2,928",No,Basic,College,2/23/11,Employed,F,"$20,852",Suburban,Married,73,8,6,0,1,Personal Auto,Personal L3,Offer3,Branch,$384,Two-Door Car,Small
XK20264,Washington,"$9,228",No,Extended,High School or Below,2/28/11,Unemployed,F,$0,Urban,Married,82,22,62,0,2,Personal Auto,Personal L3,Offer1,Call Center,$297,Two-Door Car,Medsize
DV57698,Oregon,"$3,148",No,Extended,Doctor,11-8-01,Unemployed,F,$0,Suburban,Married,83,16,75,0,1,Personal Auto,Personal L3,Offer1,Call Center,$544,Two-Door Car,Medsize
RD53171,Arizona,"$3,063",No,Extended,College,2/28/11,Unemployed,F,$0,Suburban,Single,95,14,57,2,1,Personal Auto,Personal L2,Offer1,Agent,$456,Two-Door Car,Medsize
PK23339,Arizona,"$3,418",No,Extended,High School or Below,1/25/11,Employed,F,"$72,460",Urban,Married,85,9,76,0,1,Personal Auto,Personal L2,Offer2,Call Center,$370,Four-Door Car,Medsize
GA74551,Oregon,"$23,595",Yes,Basic,Bachelor,1/31/11,Employed,M,"$76,358",Rural,Married,66,25,3,0,2,Personal Auto,Personal L1,Offer3,Agent,$86,Four-Door Car,Medsize
BS26376,California,"$7,519",Yes,Extended,High School or Below,2/20/11,Employed,M,"$96,306",Rural,Divorced,95,12,17,1,6,Corporate Auto,Corporate L1,Offer1,Agent,$185,Four-Door Car,Medsize
WW74234,Arizona,"$3,969",No,Basic,College,11-5-02,Employed,F,"$49,544",Rural,Single,101,3,29,0,1,Personal Auto,Personal L3,Offer1,Agent,$1,SUV,Medsize
UA26783,Oregon,"$4,874",No,Basic,High School or Below,1/18/11,Unemployed,M,$0,Suburban,Single,68,10,36,0,7,Personal Auto,Personal L3,Offer4,Call Center,$609,Two-Door Car,Medsize
DV38369,California,"$7,262",No,Basic,Bachelor,1/26/11,Unemployed,M,$0,Suburban,Single,101,7,19,0,4,Corporate Auto,Corporate L2,Offer3,Web,$727,SUV,Medsize
ZM42260,Arizona,"$8,006",No,Basic,College,2/20/11,Employed,M,"$63,357",Suburban,Married,101,26,42,0,5,Personal Auto,Personal L2,Offer2,Agent,$566,SUV,Medsize
EB34435,Arizona,"$2,996",No,Extended,High School or Below,1/22/11,Unemployed,M,$0,Suburban,Single,82,9,21,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,$590,Four-Door Car,Large
QY41527,Arizona,"$4,176",No,Basic,Bachelor,2/21/11,Employed,M,"$23,060",Suburban,Married,109,13,25,3,1,Corporate Auto,Corporate L3,Offer4,Agent,$731,SUV,Medsize
WG61503,Arizona,"$8,492",No,Basic,Master,1/18/11,Employed,M,"$27,781",Suburban,Married,71,33,7,0,2,Corporate Auto,Corporate L2,Offer3,Agent,$341,Four-Door Car,Medsize
TY59969,Arizona,"$2,402",No,Basic,College,11-2-02,Employed,M,"$43,246",Rural,Single,62,19,89,0,1,Personal Auto,Personal L2,Offer1,Agent,$52,Four-Door Car,Medsize
DO20853,Oregon,"$4,775",No,Extended,High School or Below,1/30/11,Disabled,F,"$14,254",Suburban,Married,124,21,16,0,1,Corporate Auto,Corporate L1,Offer3,Branch,$595,SUV,Large
CD14267,Nevada,"$4,235",No,Premium,College,11-12-02,Employed,M,"$60,334",Rural,Married,106,5,67,0,1,Corporate Auto,Corporate L3,Offer2,Web,$111,Four-Door Car,Large
WL40338,California,"$5,107",Yes,Basic,Bachelor,1/26/11,Employed,F,"$35,625",Urban,Married,65,10,56,1,3,Personal Auto,Personal L1,Offer2,Agent,$289,Four-Door Car,Medsize
GV75215,Oregon,"$13,168",No,Basic,Bachelor,11-12-02,Employed,F,"$54,684",Urban,Married,111,13,15,3,2,Corporate Auto,Corporate L3,Offer2,Agent,$302,Sports Car,Medsize
CN91738,Oregon,"$2,520",No,Basic,Bachelor,2/16/11,Employed,M,"$56,228",Urban,Single,65,4,79,0,1,Personal Auto,Personal L3,Offer2,Call Center,$277,Two-Door Car,Medsize
UR36951,Oregon,"$5,189",No,Extended,Bachelor,2/15/11,Employed,M,"$82,166",Suburban,Single,134,9,43,3,1,Personal Auto,Personal L2,Offer4,Agent,$643,SUV,Medsize
JU87932,Oregon,"$2,893",No,Basic,Bachelor,2/15/11,Employed,F,"$30,406",Suburban,Married,73,29,93,0,1,Personal Auto,Personal L3,Offer1,Web,$350,Four-Door Car,Medsize
IR50609,Arizona,"$3,986",No,Premium,Bachelor,11-12-02,Employed,M,"$75,007",Suburban,Divorced,101,1,19,0,1,Personal Auto,Personal L1,Offer2,Agent,$669,Four-Door Car,Medsize
VI18029,Washington,"$2,415",No,Basic,Bachelor,2/26/11,Employed,M,"$79,271",Urban,Married,62,24,63,4,1,Personal Auto,Personal L3,Offer2,Agent,$233,Four-Door Car,Medsize
CC46747,Arizona,"$18,688",No,Extended,High School or Below,11-8-01,Unemployed,F,$0,Suburban,Single,76,2,66,0,2,Personal Auto,Personal L2,Offer1,Agent,$365,Four-Door Car,Small
ZK58906,California,"$16,590",No,Premium,Bachelor,11-2-01,Employed,M,"$59,414",Rural,Married,140,34,56,0,2,Personal Auto,Personal L3,Offer1,Call Center,$65,SUV,Medsize
SQ70457,Oregon,"$23,332",No,Basic,Bachelor,11-2-01,Employed,M,"$44,719",Suburban,Single,66,6,55,0,2,Personal Auto,Personal L2,Offer2,Branch,$317,Four-Door Car,Medsize
ZA37110,Nevada,"$4,699",No,Extended,Bachelor,2/23/11,Unemployed,F,$0,Rural,Married,129,14,93,2,1,Personal Auto,Personal L3,Offer1,Web,$292,SUV,Medsize
HH23204,California,"$2,396",Yes,Basic,Doctor,1/27/11,Disabled,F,"$21,986",Suburban,Divorced,63,1,9,0,1,Personal Auto,Personal L1,Offer2,Branch,$334,Two-Door Car,Medsize
IE29890,Oregon,"$8,861",No,Basic,High School or Below,1/22/11,Employed,F,"$58,480",Suburban,Divorced,113,6,35,1,5,Personal Auto,Personal L3,Offer2,Branch,$542,SUV,Medsize
VO25412,Washington,"$8,937",No,Basic,Master,11-1-01,Employed,F,"$37,520",Rural,Married,74,21,30,0,2,Special Auto,Special L3,Offer1,Agent,$164,Two-Door Car,Medsize
ME37051,California,"$7,340",No,Basic,Bachelor,2/20/11,Employed,M,"$50,165",Rural,Divorced,62,15,63,0,2,Personal Auto,Personal L3,Offer1,Agent,$130,Two-Door Car,Medsize
DL17162,Arizona,"$26,454",No,Extended,College,11-12-02,Employed,M,"$42,961",Suburban,Married,83,24,16,0,2,Personal Auto,Personal L2,Offer2,Web,$398,Four-Door Car,Medsize
DD27563,Oregon,"$6,342",No,Extended,High School or Below,2/13/11,Employed,M,"$86,687",Urban,Single,80,4,82,0,3,Personal Auto,Personal L3,Offer1,Agent,$274,Four-Door Car,Large
IA27050,Oregon,"$6,561",No,Extended,High School or Below,11-4-01,Unemployed,F,$0,Rural,Single,93,2,88,0,3,Personal Auto,Personal L2,Offer1,Branch,$42,Four-Door Car,Large
UQ63751,Arizona,"$6,688",No,Extended,Bachelor,2/15/11,Employed,F,"$23,772",Rural,Married,83,19,25,0,4,Personal Auto,Personal L3,Offer2,Agent,$101,Four-Door Car,Medsize
MV26494,California,"$3,681",No,Extended,College,1/29/11,Unemployed,M,$0,Urban,Married,98,23,7,0,1,Personal Auto,Personal L3,Offer4,Web,$355,Four-Door Car,Medsize
EN89709,Arizona,"$2,556",No,Basic,Doctor,1/20/11,Disabled,F,"$18,241",Rural,Married,65,17,44,0,1,Personal Auto,Personal L2,Offer3,Agent,$152,Two-Door Car,Medsize
QN68814,Oregon,"$2,374",No,Basic,Bachelor,1/14/11,Unemployed,M,$0,Suburban,Married,65,32,88,0,1,Corporate Auto,Corporate L2,Offer1,Agent,$312,Two-Door Car,Medsize
NE70831,California,"$2,733",No,Basic,High School or Below,1/31/11,Employed,F,"$86,650",Urban,Single,69,7,64,2,1,Personal Auto,Personal L1,Offer1,Web,$324,Two-Door Car,Medsize
FV72595,Arizona,"$4,704",No,Extended,Bachelor,11-10-01,Unemployed,M,$0,Suburban,Single,137,11,73,0,1,Personal Auto,Personal L3,Offer3,Agent,"$1,554",SUV,Medsize
VZ81004,Oregon,"$19,260",No,Premium,Master,1/26/11,Employed,F,"$35,973",Suburban,Married,159,5,97,0,2,Personal Auto,Personal L2,Offer1,Call Center,$763,Sports Car,Large
VM89271,Arizona,"$3,845",No,Extended,High School or Below,1/22/11,Employed,M,"$26,262",Suburban,Married,97,6,59,0,1,Personal Auto,Personal L2,Offer4,Call Center,$466,Four-Door Car,Small
CL97519,California,"$4,683",No,Extended,College,11-10-02,Employed,M,"$25,187",Suburban,Married,121,8,79,0,1,Personal Auto,Personal L3,Offer3,Call Center,$581,SUV,Medsize
RN71166,Oregon,"$5,174",No,Basic,High School or Below,1/26/11,Employed,F,"$88,081",Rural,Married,64,35,94,0,5,Personal Auto,Personal L3,Offer1,Branch,$82,Four-Door Car,Medsize
PJ86059,Oregon,"$2,656",No,Basic,High School or Below,11-4-01,Employed,F,"$83,460",Suburban,Divorced,66,20,18,0,1,Corporate Auto,Corporate L2,Offer2,Call Center,$443,Four-Door Car,Medsize
BP34620,California,"$5,615",No,Basic,Bachelor,11-3-01,Disabled,F,"$19,949",Suburban,Married,74,0,99,1,3,Corporate Auto,Corporate L2,Offer1,Branch,$355,Four-Door Car,Medsize
HI58196,Oregon,"$3,161",No,Extended,College,1/18/11,Unemployed,M,$0,Suburban,Single,92,16,56,0,1,Personal Auto,Personal L3,Offer2,Branch,$897,Two-Door Car,Large
OZ58610,Arizona,"$7,576",No,Basic,High School or Below,2/21/11,Unemployed,M,$0,Suburban,Single,109,30,87,0,4,Personal Auto,Personal L3,Offer2,Branch,$785,SUV,Medsize
WC34456,California,"$3,985",No,Extended,Bachelor,1/14/11,Employed,F,"$77,739",Urban,Married,98,31,61,0,1,Personal Auto,Personal L3,Offer2,Call Center,$429,Four-Door Car,Large
FC15606,Oregon,"$9,706",No,Extended,College,11-11-02,Employed,F,"$23,649",Urban,Married,122,2,69,0,6,Personal Auto,Personal L3,Offer1,Branch,$536,SUV,Large
UM99946,Arizona,"$7,737",No,Extended,College,1/18/11,Employed,M,"$68,980",Urban,Divorced,98,25,87,0,7,Personal Auto,Personal L2,Offer1,Agent,$464,Four-Door Car,Medsize
JG94795,Oregon,"$4,179",No,Premium,Master,11-6-01,Employed,F,"$60,010",Suburban,Married,103,4,86,0,1,Special Auto,Special L1,Offer2,Agent,$494,Four-Door Car,Medsize
GD93408,California,"$5,759",No,Basic,Bachelor,2/26/11,Employed,F,"$30,968",Rural,Married,74,10,89,1,8,Corporate Auto,Corporate L2,Offer1,Branch,$45,Two-Door Car,Medsize
QO12561,California,"$4,165",No,Premium,High School or Below,2/22/11,Unemployed,M,$0,Suburban,Divorced,116,2,97,0,1,Personal Auto,Personal L1,Offer1,Agent,$557,Four-Door Car,Medsize
VI12822,Washington,"$2,633",No,Basic,High School or Below,2/26/11,Employed,F,"$99,841",Suburban,Married,65,14,30,0,1,Personal Auto,Personal L2,Offer2,Branch,$312,Four-Door Car,Small
CT84535,California,"$3,885",Yes,Premium,College,2/28/11,Unemployed,M,$0,Suburban,Married,105,3,92,0,1,Personal Auto,Personal L3,Offer1,Branch,$504,Four-Door Car,Large
NT36519,California,"$8,162",No,Basic,College,2/16/11,Employed,M,"$32,967",Suburban,Married,105,16,70,1,4,Personal Auto,Personal L2,Offer1,Branch,$504,SUV,Small
WT86597,Oregon,"$13,024",Yes,Extended,Master,1/31/11,Unemployed,M,$0,Suburban,Single,125,6,61,0,2,Personal Auto,Personal L3,Offer1,Agent,$900,SUV,Small
ZJ27465,California,"$14,137",No,Basic,College,2/18/11,Employed,F,"$31,794",Suburban,Divorced,119,12,16,0,2,Personal Auto,Personal L3,Offer1,Agent,$571,SUV,Medsize
QF75939,Washington,"$3,701",No,Extended,High School or Below,11-5-01,Employed,F,"$36,710",Suburban,Single,94,17,56,0,1,Personal Auto,Personal L1,Offer2,Agent,$677,Four-Door Car,Small
MC73302,Oregon,"$5,511",No,Basic,Bachelor,2/15/11,Employed,F,"$36,267",Urban,Married,69,21,1,0,8,Personal Auto,Personal L1,Offer1,Agent,$263,Four-Door Car,Medsize
WE21182,Oregon,"$5,169",Yes,Basic,High School or Below,2/26/11,Medical Leave,M,"$12,430",Suburban,Single,73,22,13,0,4,Personal Auto,Personal L3,Offer2,Call Center,$350,Four-Door Car,Medsize
TD90906,Oregon,"$6,044",No,Basic,High School or Below,1/20/11,Employed,F,"$93,715",Suburban,Married,74,12,88,0,7,Personal Auto,Personal L3,Offer4,Web,$533,Four-Door Car,Small
WB66665,Nevada,"$4,349",Yes,Basic,College,11-10-02,Employed,F,"$75,648",Rural,Married,108,28,10,0,1,Corporate Auto,Corporate L2,Offer2,Branch,$113,SUV,Large
ZP26168,Washington,"$9,688",No,Basic,College,11-1-02,Medical Leave,F,"$24,584",Urban,Single,66,11,74,0,2,Corporate Auto,Corporate L3,Offer1,Agent,$280,Four-Door Car,Medsize
ZG56744,California,"$5,528",Yes,Basic,Bachelor,1/19/11,Employed,M,"$36,088",Suburban,Single,72,16,31,0,9,Personal Auto,Personal L1,Offer1,Agent,$346,Four-Door Car,Medsize
BO81145,Arizona,"$7,895",No,Basic,Bachelor,1/24/11,Employed,M,"$21,723",Suburban,Single,104,31,6,0,8,Personal Auto,Personal L2,Offer2,Call Center,$749,SUV,Medsize
BQ28323,Oregon,"$5,936",No,Basic,High School or Below,2/19/11,Employed,F,"$63,833",Urban,Married,73,17,69,0,3,Personal Auto,Personal L3,Offer1,Agent,$199,Four-Door Car,Large
WD38315,California,"$4,520",No,Basic,College,1/23/11,Unemployed,M,$0,Suburban,Single,61,7,1,0,4,Personal Auto,Personal L3,Offer1,Agent,$304,Four-Door Car,Medsize
IS73434,Arizona,"$3,219",No,Extended,Bachelor,2/26/11,Employed,F,"$45,892",Suburban,Married,81,1,49,0,1,Corporate Auto,Corporate L2,Offer2,Agent,$389,Four-Door Car,Medsize
VO94890,Oregon,"$5,936",No,Basic,College,11-4-01,Employed,M,"$90,263",Suburban,Married,74,17,36,0,8,Personal Auto,Personal L1,Offer4,Web,$355,Two-Door Car,Medsize
ZH43085,Washington,"$2,323",No,Basic,High School or Below,11-10-02,Unemployed,M,$0,Suburban,Single,63,8,87,0,1,Corporate Auto,Corporate L3,Offer1,Agent,$454,Four-Door Car,Medsize
